ID,EVENT_TYPE,LHS_LABEL,RHS_LABEL,LHS,RHS_ID,LHS_ID,RHS,DATE,ANNOTATION,COMMENT,
391,candidateposition,candidate,position_aspirational,Mirlande Manigat,NA,22835369,President,28/10/2010,TRUE,,
392,candidateposition,candidate,position_aspirational,Mirlande Manigat,NA,22835369,President,1/10/2010,TRUE,,
393,candidateposition,candidate,position_aspirational,Mirlande Manigat,NA,22835369,President,16/0/2011,false:time:396,,
394,candidateposition,candidate,position_aspirational,Mirlande Manigat,NA,22835369,President,13/2/2011,false:time:396,,
395,candidateposition,candidate,position_aspirational,Mirlande Manigat,NA,22835369,President,20/2/2011,false:time:396,,
396,candidateposition,candidate,position_aspirational,Mirlande Manigat,NA,22835369,President,29/10/2010,TRUE,,
397,candidateposition,candidate,position_aspirational,Mirlande Manigat,NA,22835369,President,31/0/2011,false:time:396,,
398,candidateposition,candidate,position_aspirational,Alpha Cond��,NA,8311165826,President,22/9/2010,TRUE,,
399,candidateposition,candidate,position_aspirational,Alpha Cond��,NA,8311165826,President,25/5/2010,TRUE,,
400,candidateposition,candidate,position_aspirational,Alpha Cond��,NA,8311165826,President,5/10/2010,TRUE,,
401,candidateposition,candidate,position_aspirational,Alpha Cond��,NA,8311165826,President,15/10/2010,TRUE,,
402,candidateposition,candidate,position_aspirational,Alpha Cond��,NA,8311165826,President,30/9/2010,TRUE,,
403,candidateposition,candidate,position_aspirational,Alpha Cond��,NA,8311165826,President,21/10/2010,TRUE,,
404,candidateposition,candidate,position_aspirational,Alpha Cond��,NA,8311165826,President,18/8/2010,TRUE,,
405,candidateposition,candidate,position_aspirational,Alpha Cond��,NA,8311165826,President,7/10/2010,TRUE,,
406,candidateposition,candidate,position_aspirational,Alpha Cond��,NA,8311165826,President,22/10/2010,TRUE,,
407,candidateposition,candidate,position_aspirational,William Jefferson Clinton,NA,33339272,President,17/2/1992,TRUE,,
408,candidateposition,candidate,position_aspirational,William Jefferson Clinton,NA,33339272,President,13/11/2007,false:time:407,,
409,candidateposition,candidate,position_aspirational,William Jefferson Clinton,NA,33339272,President,1/10/2010,FALSE,,
410,candidateposition,candidate,position_aspirational,William Jefferson Clinton,NA,33339272,President,29/3/1992,TRUE,,
411,candidateposition,candidate,position_aspirational,William Jefferson Clinton,NA,33339272,President,1/0/1992,TRUE,,
412,candidateposition,candidate,position_aspirational,William Jefferson Clinton,NA,33339272,President,27/3/1992,TRUE,,
413,candidateposition,candidate,position_aspirational,William Jefferson Clinton,NA,33339272,President,21/3/2013,false:time:407,,
414,candidateposition,candidate,position_aspirational,William Jefferson Clinton,NA,33339272,President,1/6/2002,false:time:407,,
415,candidateposition,candidate,position_aspirational,William Jefferson Clinton,NA,33339272,President,10/11/2012,false:time:407,,
416,candidateposition,candidate,position_aspirational,Alzambek Atambayev,NA,36989251,President,1/2/2005,false:time:417,,
417,candidateposition,candidate,position_aspirational,Alzambek Atambayev,NA,36989251,President,7/3/2010,TRUE,,
418,candidateposition,candidate,position_aspirational,Diego Fern��ndez de Cevallos,NA,206909278,President,20/11/2010,false:time:420,,
419,candidateposition,candidate,position_aspirational,Diego Fern��ndez de Cevallos,NA,206909278,President,1/10/2006,false:time:420,,
420,candidateposition,candidate,position_aspirational,Diego Fern��ndez de Cevallos,NA,206909278,President,1/0/1994,TRUE,,
421,candidateposition,candidate,position_aspirational,Diego Fern��ndez de Cevallos,NA,206909278,President,1/10/2010,false:time:420,,
422,candidateposition,candidate,position_aspirational,Diego Fern��ndez de Cevallos,NA,206909278,President,15/4/2010,false:time:420,,
423,candidateposition,candidate,position_aspirational,Whatever Bush,NA,462460659,President,24/3/2013,false:time,,
424,candidateposition,candidate,position_aspirational,Whatever Bush,NA,462460659,President,1/0/1980,false:time,,
425,candidateposition,candidate,position_aspirational,Whatever Bush,NA,462460659,President,1/0/2000,false:time,,
426,candidateposition,candidate,position_aspirational,Whatever Bush,NA,462460659,President,16/4/2000,false:time,,
427,candidateposition,candidate,position_aspirational,Whatever Bush,NA,462460659,President,12/5/1999,false:time,,
428,candidateposition,candidate,position_aspirational,Whatever Bush,NA,462460659,President,22/3/2013,false:time,,
429,candidateposition,candidate,position_aspirational,Whatever Bush,NA,462460659,President,27/9/2004,false:time,,
430,candidateposition,candidate,position_aspirational,Whatever Bush,NA,462460659,President,1/0/1999,false:time,,
431,candidateposition,candidate,position_aspirational,Whatever Bush,NA,462460659,President,2/9/2003,false:time,,
432,candidateposition,candidate,position_aspirational,Whatever Bush,NA,462460659,President,1/0/1992,false:time,,
433,candidateposition,candidate,position_aspirational,Whatever Bush,NA,462460659,President,5/3/2010,false:time,,
434,candidateposition,candidate,position_aspirational,Whatever Bush,NA,462460659,President,5/3/2001,false:time,,
435,candidateposition,candidate,position_aspirational,Whatever Bush,NA,462460659,President,1/0/1990,false:time,,
436,candidateposition,candidate,position_aspirational,Whatever Bush,NA,462460659,President,1/6/2002,false:time,,
437,candidateposition,candidate,position_aspirational,Whatever Bush,NA,462460659,President,1/0/1984,false:time,,
438,candidateposition,candidate,position_aspirational,Whatever Bush,NA,462460659,President,11/2/2013,false:time,,
439,candidateposition,candidate,position_aspirational,Romano Prodi,NA,45947403,President,21/5/2012,TRUE,,
440,candidateposition,candidate,position_aspirational,Romano Prodi,NA,45947403,President,19/3/2013,TRUE,,
441,candidateposition,candidate,position_aspirational,Romano Prodi,NA,45947403,President,21/11/2011,TRUE,,
442,candidateposition,candidate,position_aspirational,Romano Prodi,NA,45947403,President,18/3/2013,TRUE,,
443,candidateposition,candidate,position_aspirational,Nana Addo Dankwa,NA,34417542,President,1/0/2012,TRUE,,
444,candidateposition,candidate,position_aspirational,Nana Addo Dankwa,NA,34417542,President,29/3/2013,false:time:443,,
445,candidateposition,candidate,position_aspirational,Nana Addo Dankwa,NA,34417542,President,7/11/2013,false:time:443,,
446,candidateposition,candidate,position_aspirational,Nana Addo Dankwa,NA,34417542,President,7/3/2013,false:time:443,,
447,candidateposition,candidate,position_aspirational,Nana Addo Dankwa,NA,34417542,President,7/11/2012,TRUE,,
448,candidateposition,candidate,position_aspirational,Nana Addo Dankwa,NA,34417542,President,1/11/2012,TRUE,,
449,candidateposition,candidate,position_aspirational,Nana Addo Dankwa,NA,34417542,President,4/2/2013,false:time:443,,
450,candidateposition,candidate,position_aspirational,Nana Addo Dankwa,NA,34417542,President,17/3/2013,false:time:443,,
451,candidateposition,candidate,position_aspirational,Nana Addo Dankwa,NA,34417542,President,16/3/2013,false:time:443,,
452,candidateposition,candidate,position_aspirational,Andrei Sannikov,NA,68459425,President,19/11/2010,TRUE,,
453,candidateposition,candidate,position_aspirational,Andrei Sannikov,NA,68459425,President,20/11/2010,TRUE,,
454,candidateposition,candidate,position_aspirational,Andrei Sannikov,NA,68459425,President,8/2/2008,TRUE,,
455,candidateposition,candidate,position_aspirational,Andrei Sannikov,NA,68459425,President,12/0/2011,false:time:453,,
456,candidateposition,candidate,position_aspirational,Andrei Sannikov,NA,68459425,President,21/0/2011,false:time:453,,
457,candidateposition,candidate,position_aspirational,Andrei Sannikov,NA,68459425,President,20/11/2011,false:time:453,,
458,candidateposition,candidate,position_aspirational,Andrei Sannikov,NA,68459425,President,1/11/2010,TRUE,,
459,candidateposition,candidate,position_aspirational,special adviser to President Goodluck Jonathan,NA,33623945,President,12/1/2011,false:lhs,,
460,candidateposition,candidate,position_aspirational,special adviser to President Goodluck Jonathan,NA,33623945,President,1/3/2011,false:lhs,,
461,candidateposition,candidate,position_aspirational,special adviser to President Goodluck Jonathan,33312933,33623945,President,1/0/2011,false:lhs,,
462,candidateposition,candidate,position_aspirational,special adviser to President Goodluck Jonathan,33312933,33623945,President,1/0/2014,false:lhs,,
463,candidateposition,candidate,position_aspirational,special adviser to President Goodluck Jonathan,NA,33623945,President,1/0/2015,false:lhs,,
464,candidateposition,candidate,position_aspirational,special adviser to President Goodluck Jonathan,NA,33623945,President,1/0/2010,false:lhs,,
465,candidateposition,candidate,position_aspirational,special adviser to President Goodluck Jonathan,NA,33623945,President,1/9/2010,false:lhs,,
466,candidateposition,candidate,position_aspirational,special adviser to President Goodluck Jonathan,NA,33623945,President,31/11/2010,false:lhs,,
467,candidateposition,candidate,position_aspirational,special adviser to President Goodluck Jonathan,NA,33623945,President,25/2/2011,false:lhs,,
468,candidateposition,candidate,position_aspirational,special adviser to President Goodluck Jonathan,NA,33623945,President,19/8/2010,false:lhs,,
469,candidateposition,candidate,position_aspirational,special adviser to President Goodluck Jonathan,NA,33623945,President,1/0/2011,false:lhs,,
470,candidateposition,candidate,position_aspirational,Ralph Nader,NA,33427363,President,20/7/2009,false:time,,
471,candidateposition,candidate,position_aspirational,Ralph Nader,NA,33427363,President,1/0/2005,TRUE,,
472,candidateposition,candidate,position_aspirational,Ralph Nader,NA,33427363,President,10/3/2013,false:time,,
473,candidateposition,candidate,position_aspirational,Ralph Nader,NA,33427363,President,1/0/2000,TRUE,,
474,candidateposition,candidate,position_aspirational,Ralph Nader,NA,33427363,President,27/7/2012,false:time,,
475,candidateposition,candidate,position_aspirational,Ralph Nader,NA,33427363,President,11/7/2009,false:time,,
476,candidateposition,candidate,position_aspirational,Ralph Nader,NA,33427363,President,1/3/2013,false:time,,
477,candidateposition,candidate,position_aspirational,Ralph Nader,NA,33427363,President,25/0/2012,false:time,,
478,candidateposition,candidate,position_aspirational,Ralph Nader,NA,33427363,President,27/0/2012,false:time,,
479,candidateposition,candidate,position_aspirational,Ralph Nader,NA,33427363,President,1/0/1979,false:time,,
480,candidateposition,candidate,position_aspirational,Ralph Nader,NA,33427363,President,11/3/2013,false:time,,
481,candidateposition,candidate,position_aspirational,Sylvio Berlusconi,NA,33377043,President,17/3/2013,TRUE,,
482,candidateposition,candidate,position_aspirational,Sylvio Berlusconi,NA,33377043,President,1/0/2013,TRUE,,
483,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/0/1995,false:lhs,,
484,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/0/2012,false:lhs,,
485,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,23/3/2013,false:lhs,,
486,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/0/1935,false:lhs,,
487,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,10/0/1500,false:lhs,,
488,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,25/9/2009,false:lhs,,
489,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,11/11/2009,false:lhs,,
490,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/10/1995,false:lhs,,
491,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/0/1996,false:lhs,,
492,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/0/1997,false:lhs,,
493,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,16/0/2008,false:lhs,,
494,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/0/2009,false:lhs,,
495,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,11/7/2010,false:lhs,,
496,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,9/9/2010,false:lhs,,
497,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,27/1/2011,false:lhs,,
498,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,24/2/2011,false:lhs,,
499,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,24/0/2011,false:lhs,,
500,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,18/9/2010,false:lhs,,
501,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,21/9/2010,false:lhs,,
502,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/0/1994,false:lhs,,
503,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,10/3/2010,false:lhs,,
504,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,24/1/2011,false:lhs,,
505,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,13/8/2009,false:lhs,,
506,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,17/8/2009,false:lhs,,
507,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,10/3/2013,false:lhs,,
508,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/0/2010,false:lhs,,
509,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,12/1/2010,false:lhs,,
510,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,11/6/2010,false:lhs,,
511,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,17/6/2010,false:lhs,,
512,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/7/2010,false:lhs,,
513,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,7/3/2013,false:lhs,,
514,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,4/3/2013,false:lhs,,
515,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/10/2010,false:lhs,,
516,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,25/0/2011,false:lhs,,
517,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/3/2013,false:lhs,,
518,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,12/3/2013,false:lhs,,
519,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,14/1/2013,false:lhs,,
520,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,15/1/2013,false:lhs,,
521,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,21/3/2013,false:lhs,,
522,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/0/2004,false:lhs,,
523,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,11/7/2012,false:lhs,,
524,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/0/2008,false:lhs,,
525,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,2/11/2009,false:lhs,,
526,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,16/3/2013,false:lhs,,
527,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,10/8/2012,false:lhs,,
528,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,15/7/2009,false:lhs,,
529,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,2/3/2013,false:lhs,,
530,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,14/1/2011,false:lhs,,
531,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/0/1943,false:lhs,,
532,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,22/3/2010,false:lhs,,
533,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/4/2010,false:lhs,,
534,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,6/0/2011,false:lhs,,
535,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,18/0/2011,false:lhs,,
536,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,10/1/2011,false:lhs,,
537,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,20/1/2011,false:lhs,,
538,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,22/1/2011,false:lhs,,
539,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/0/1940,false:lhs,,
540,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,9/8/1993,false:lhs,,
541,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/0/2011,false:lhs,,
542,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,12/3/2012,false:lhs,,
543,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,9/3/2013,false:lhs,,
544,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,23/3/2012,false:lhs,,
545,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,17/0/2013,false:lhs,,
546,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,16/11/2011,false:lhs,,
547,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,17/11/2011,false:lhs,,
548,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,20/11/2011,false:lhs,,
549,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,3/0/2012,false:lhs,,
550,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/0/1990,false:lhs,,
551,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,6/8/2009,false:lhs,,
552,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,6/1/2011,false:lhs,,
553,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,12/1/2011,false:lhs,,
554,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/2/2011,false:lhs,,
555,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,31/2/2011,false:lhs,,
556,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,21/5/2012,false:lhs,,
557,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,2/2/2011,false:lhs,,
558,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,27/2/2011,false:lhs,,
559,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,16/0/2012,false:lhs,,
560,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,20/0/2012,false:lhs,,
561,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,21/0/2012,false:lhs,,
562,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,15/2/2012,false:lhs,,
563,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,24/4/2012,false:lhs,,
564,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,3/3/2013,false:lhs,,
565,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,9/10/2010,false:lhs,,
566,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,29/8/2012,false:lhs,,
567,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,24/3/2013,false:lhs,,
568,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,14/0/2012,false:lhs,,
569,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,26/0/2012,false:lhs,,
570,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,27/0/2012,false:lhs,,
571,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,28/0/2012,false:lhs,,
572,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,8/3/2012,false:lhs,,
573,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,29/11/2011,false:lhs,,
574,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/0/1998,false:lhs,,
575,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,5/3/2013,false:lhs,,
576,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,27/3/2013,false:lhs,,
577,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/0/2016,false:lhs,,
578,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/2/2013,false:lhs,,
579,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/10/2012,false:lhs,,
580,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,7/1/2013,false:lhs,,
581,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/10/2009,false:lhs,,
582,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,8/3/2010,false:lhs,,
583,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,24/9/2010,false:lhs,,
584,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,26/9/2010,false:lhs,,
585,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,28/1/2011,false:lhs,,
586,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,26/2/2011,false:lhs,,
587,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,23/9/2010,false:lhs,,
588,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,8/4/2011,false:lhs,,
589,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,13/4/2011,false:lhs,,
590,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,19/0/2012,false:lhs,,
591,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/4/2013,false:lhs,,
592,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,19/7/2012,false:lhs,,
593,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,11/8/2010,false:lhs,,
594,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,21/0/2001,false:lhs,,
595,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/2/2001,false:lhs,,
596,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/6/2010,false:lhs,,
597,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,14/7/2010,false:lhs,,
598,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,11/8/2001,false:lhs,,
599,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,20/3/2013,false:lhs,,
600,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,20/3/2012,false:lhs,,
601,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/0/2013,false:lhs,,
602,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,18/8/2011,false:lhs,,
603,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,5/10/1979,false:lhs,,
604,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,12/8/2009,false:lhs,,
605,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,22/9/2009,false:lhs,,
606,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,27/8/2010,false:lhs,,
607,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/3/2012,false:lhs,,
608,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/11/2011,false:lhs,,
609,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/0/1976,false:lhs,,
610,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,21/2/2009,false:lhs,,
611,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,17/8/2010,false:lhs,,
612,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,8/0/2012,false:lhs,,
613,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,17/0/2012,false:lhs,,
614,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,18/0/2012,false:lhs,,
615,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/10/1994,false:lhs,,
616,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,22/2/2007,false:lhs,,
617,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,21/5/2010,false:lhs,,
618,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,13/1/2011,false:lhs,,
619,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,28/2/2011,false:lhs,,
620,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,31/9/2009,false:lhs,,
621,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,2/10/2009,false:lhs,,
622,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,25/6/2010,false:lhs,,
623,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,28/6/2010,false:lhs,,
624,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,1/0/2006,false:lhs,,
625,candidateposition,candidate,position_aspirational,United States Republican Newt Gingrich Cordoba House,NA,33343683,President,6/2/2012,false:lhs,,
